,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating
792,24931 Sunset Pl W,Laguna Hills,CA,92653,805000,2,1.5,1124,6240,1977,51,716,http://www.redfin.com/CA/Laguna-Hills/24931-Sunset-Pl-W-92653/home/4847662,OC21132946,33.6000626,-117.7006129,5.75
793,27532 Boothill Ct,Laguna Hills,CA,92653,4299900,6,4,6839,17575,1988,58,629,http://www.redfin.com/CA/Laguna-Hills/27532-Boothill-Ct-92653/home/4874405,OC21138582,33.5630188,-117.6816636,6.5
794,13 Heather Hill Ln,Laguna Hills,CA,92653,759000,3,2.5,1879,4000,1983,64,404,http://www.redfin.com/CA/Laguna-Hills/13-Heather-Hill-Ln-92653/home/4860767,OC21133616,33.592488,-117.707482,5.25
795,25711 Padua Dr,Laguna Hills,CA,92653,840000,3,2,1325,5880,1971,88,634,http://www.redfin.com/CA/Laguna-Hills/25711-Padua-Dr-92653/home/4846086,21-737320,33.5981963,-117.6816407,6.25
796,25731 Bucklestone Dr,Laguna Hills,CA,92653,2698000,6,5.5,6799,82764,1981,93,397,http://www.redfin.com/CA/Laguna-Hills/25731-Bucklestone-Dr-92653/home/4863623,EV21108351,33.5893915,-117.6758237,6.5
797,25052 Pathway Dr,Laguna Niguel,CA,92677,1888800,7,5,3975,8461,2001,111,475,http://www.redfin.com/CA/Laguna-Niguel/25052-Pathway-Dr-92677/home/5816667,OC21090267,33.5592517,-117.6928226,8
798,26962 Falling Leaf Dr,Laguna Hills,CA,92653,1589000,4,3,3355,7350,1989,122,474,http://www.redfin.com/CA/Laguna-Hills/26962-Falling-Leaf-Dr-92653/home/4866097,OC21085623,33.5711434,-117.683703,6.5
799,24942 Nellie Gail Rd,Laguna Hills,CA,92653,2100000,5,3,2687,28000,1977,149,782,http://www.redfin.com/CA/Laguna-Hills/24942-Nellie-Gail-Rd-92653/home/4862188,OC21063972,33.5707182,-117.6949764,6.5
800,25292 Rockridge Rd,Laguna Hills,CA,92653,4500000,6,6.5,6305,13500,1992,177,714,http://www.redfin.com/CA/Laguna-Hills/25292-Rockridge-Rd-92653/home/4875576,OC21039504,33.5617086,-117.6890877,6.5
801,28116 Palomar Ct,Laguna Niguel,CA,92677,899000,3,2.5,1922,4815,1979,60,468,http://www.redfin.com/CA/Laguna-Niguel/28116-Palomar-Ct-92677/home/4923522,OC21129531,33.5541831,-117.7004296,8
802,25091 Stonegate Ln,Laguna Niguel,CA,92677,1175000,4,2.5,2247,7800,1993,2,523,http://www.redfin.com/CA/Laguna-Niguel/25091-Stonegate-Ln-92677/home/4884711,OC21106465,33.5303951,-117.692456,7
803,23582 Mary Kay Cir,Laguna Niguel,CA,92677,1099900,4,2.5,1997,5000,1990,2,551,http://www.redfin.com/CA/Laguna-Niguel/23582-Mary-Kay-Cir-92677/home/4932424,OC21182462,33.531582,-117.7180539,8
804,24031 Jacana Cir,Laguna Niguel,CA,92677,1339000,4,3,2586,14000,1988,3,518,http://www.redfin.com/CA/Laguna-Niguel/24031-Jacana-Cir-92677/home/4924677,LG21174786,33.547212,-117.7110605,8
805,29861 Hiddenwood,Laguna Niguel,CA,92677,1199000,3,2,2224,6825,1981,3,539,http://www.redfin.com/CA/Laguna-Niguel/29861-Hiddenwood-92677/home/4881212,OC21176032,33.5290099,-117.6880795,7
806,27702 Agate Canyon Dr,Laguna Niguel,CA,92677,1050000,3,2.5,1969,4000,1989,3,533,http://www.redfin.com/CA/Laguna-Niguel/27702-Agate-Canyon-Dr-92677/home/4875732,OC21180330,33.5600837,-117.704737,8
807,24 Camberley,Laguna Niguel,CA,92677,2100000,4,3,3376,7847,1989,5,622,http://www.redfin.com/CA/Laguna-Niguel/24-Camberley-92677/home/4943500,OC21177159,33.5040138,-117.7128933,7.667
808,25591 Cresta Loma,Laguna Niguel,CA,92677,1299900,4,2.5,2226,6000,1985,5,584,http://www.redfin.com/CA/Laguna-Niguel/25591-Cresta-Loma-92677/home/4882301,OC21170871,33.5437714,-117.6833822,7
809,25071 Monte Verde Dr,Laguna Niguel,CA,92677,1200000,4,2.25,1586,11656,1965,5,757,http://www.redfin.com/CA/Laguna-Niguel/25071-Monte-Verde-Dr-92677/home/4878710,TR21182012,33.537402,-117.6923643,7
810,27775 Niguel Village Dr,Laguna Niguel,CA,92677,1050000,4,3,1906,5400,1986,5,551,http://www.redfin.com/CA/Laguna-Niguel/27775-Niguel-Village-Dr-92677/home/4874831,NP21153669,33.5595578,-117.707578,8
811,29851 Weatherwood,Laguna Niguel,CA,92677,1395000,5,3,3480,6825,1983,5,401,http://www.redfin.com/CA/Laguna-Niguel/29851-Weatherwood-92677/home/4881236,OC21160076,33.529283,-117.6897064,7
812,28451 Via Teresa,Laguna Niguel,CA,92677,875000,3,2.5,1266,3250,1989,6,691,http://www.redfin.com/CA/Laguna-Niguel/28451-Via-Teresa-92677/home/4928217,OC21180764,33.5496772,-117.6955263,7.333
813,30052 Happy Sparrow Ln,Laguna Niguel,CA,92677,1328000,3,3,2576,5650,1979,8,516,http://www.redfin.com/CA/Laguna-Niguel/30052-Happy-Sparrow-Ln-92677/home/4931707,TR21179712,33.5269242,-117.7219672,7.667
814,24781 Queens Ct,Laguna Niguel,CA,92677,1250000,4,3.5,4077,9600,1981,10,307,http://www.redfin.com/CA/Laguna-Beach/24781-Queens-Ct-92677/home/4925342,OC21173444,33.5417527,-117.6973351,7.333
815,28291 La Bajada,Laguna Niguel,CA,92677,1385000,4,2.5,2217,5250,1989,12,625,http://www.redfin.com/CA/Laguna-Niguel/28291-La-Bajada-92677/home/4929314,OC21176057,33.5521585,-117.7021251,7.333
816,24521 Los Serranos Dr,Laguna Niguel,CA,92677,1649000,4,2.75,2486,7712,1965,13,663,http://www.redfin.com/CA/Laguna-Niguel/24521-Los-Serranos-Dr-92677/home/4914188,OC21174347,33.5256766,-117.701621,7
817,23674 Marin Way,Laguna Niguel,CA,92677,2295000,4,3.5,4500,6640,2004,13,510,http://www.redfin.com/CA/Laguna-Niguel/23674-Marin-Way-92677/home/5774669,OC21126841,33.5425461,-117.7165819,8
818,28405 Sheridan Dr,Laguna Niguel,CA,92677,1650000,7,3.75,3211,6500,1981,13,514,http://www.redfin.com/CA/Laguna-Niguel/28405-Sheridan-Dr-92677/home/4881568,OC21173034,33.5506506,-117.6849862,7.333
819,24411 Rue De Monet,Laguna Niguel,CA,92677,1349000,4,2.5,2503,6000,1991,14,539,http://www.redfin.com/CA/Laguna-Niguel/24411-Rue-De-Monet-92677/home/4921563,OC21173642,33.5307204,-117.7036372,7
820,24246 Briones Dr,Laguna Niguel,CA,92677,890000,3,2.5,2040,3500,1991,16,436,http://www.redfin.com/CA/Laguna-Niguel/24246-Briones-Dr-92677/home/4875402,LG21173140,33.5560242,-117.7066272,8
821,24741 Jessica Pl,Laguna Niguel,CA,92677,1950000,5,4.5,3548,5200,2006,17,550,http://www.redfin.com/CA/Laguna-Niguel/24741-Jessica-Pl-92677/home/4878442,OC21169536,33.5613662,-117.6983327,8
822,24786 Sutton Ln,Laguna Niguel,CA,92677,799000,3,2.5,1512,2156,1989,20,528,http://www.redfin.com/CA/Laguna-Niguel/24786-Sutton-Ln-92677/home/4915983,OC21162959,33.5222371,-117.7017356,7
823,24785 Queens Ct,Laguna Niguel,CA,92677,1488000,4,3,2900,10500,1981,21,513,http://www.redfin.com/CA/Laguna-Niguel/24785-Queens-Ct-92677/home/4925343,OC21168636,33.5415901,-117.6970844,7.333
824,22852 Monteago Rd,Laguna Niguel,CA,92677,1295000,3,2,1642,3728,1977,22,789,http://www.redfin.com/CA/Laguna-Niguel/22852-Monteago-Rd-92677/home/4938860,OC21167978,33.510247,-117.73044,7.667
825,29306 Alfieri St,Laguna Niguel,CA,92677,1998000,4,3,3690,5000,1991,22,541,http://www.redfin.com/CA/Laguna-Niguel/29306-Alfieri-St-92677/home/4931072,OC21165306,33.5378649,-117.718462,8
826,23602 Karen Ann Cir,Laguna Niguel,CA,92677,1499000,4,3,2852,7840,1992,23,526,http://www.redfin.com/CA/Laguna-Niguel/23602-Karen-Ann-Cir-92677/home/4932387,OC21167595,33.5324744,-117.7177503,8
827,30075 Monteras St,Laguna Niguel,CA,92677,849900,3,2.5,1455,3600,1987,24,584,http://www.redfin.com/CA/Laguna-Niguel/30075-Monteras-St-92677/home/4883844,OC21166460,33.526058,-117.6951475,7
828,29051 Aloma Ave,Laguna Niguel,CA,92677,989000,3,2,1344,7350,1968,28,736,http://www.redfin.com/CA/Laguna-Niguel/29051-Aloma-Ave-92677/home/4878494,OC21162979,33.5411052,-117.6924102,7
829,30421 Mirador Ct,Laguna Niguel,CA,92677,3495000,5,3.5,5245,12426,1977,39,666,http://www.redfin.com/CA/Laguna-Niguel/30421-Mirador-Ct-92677/home/4941033,OC21149831,33.5202194,-117.7157571,7.667
830,22772 Misty Sea Dr,Laguna Niguel,CA,92677,5250000,4,4.5,5510,11250,2006,41,953,http://www.redfin.com/CA/Laguna-Niguel/22772-Misty-Sea-Dr-92677/home/4940447,OC21151770,33.5008718,-117.7319769,7.667
831,24455 Rue De Monet,Laguna Niguel,CA,92677,1349000,4,2.5,2503,4620,1990,47,539,http://www.redfin.com/CA/Laguna-Niguel/24455-Rue-De-Monet-92677/home/4921555,OC21145629,33.5315214,-117.7029957,7
832,25242 Via Piedra Blanca,Laguna Niguel,CA,92677,1425000,5,2,2235,11760,1970,50,638,http://www.redfin.com/CA/Laguna-Niguel/25242-Via-Piedra-Blanca-92677/home/4879688,AR21145042,33.5343746,-117.689271,7
833,33 Alsace,Laguna Niguel,CA,92677,1450000,3,2.5,1855,6860,1992,52,782,http://www.redfin.com/CA/Laguna-Niguel/33-Alsace-92677/home/4921256,TR21143045,33.5173004,-117.6950531,7.333
834,11 Morning Dove,Laguna Niguel,CA,92677,3888000,5,5,6196,36000,1988,59,628,http://www.redfin.com/CA/Laguna-Niguel/11-Morning-Dove-92677/home/4968397,CV21126191,33.4907897,-117.6857194,7.333
835,14 Fern Cyn,Laguna Niguel,CA,92677,4598000,4,3.5,5075,14320,1992,64,906,http://www.redfin.com/CA/Laguna-Niguel/14-Fern-Cyn-92677/home/4971114,OC21133367,33.4978413,-117.7000859,8
836,3 ANDOVER Ct,Laguna Niguel,CA,92677,4498000,5,5.5,6000,14304,1998,73,750,http://www.redfin.com/CA/Laguna-Niguel/3-Andover-Ct-92677/home/4913819,OC21121925,33.5042832,-117.6924791,8
837,31531 Peppertree,San Juan Capistrano,CA,92675,9200000,9,11,15883,191664,1987,74,579,http://www.redfin.com/CA/San-Juan-Capistrano/31531-Peppertree-Bend-92675/home/169478186,OC21124999,33.508112,-117.6771265,6
838,28115 Hibiscus Dr,Laguna Niguel,CA,92677,1395000,5,3,2593,6000,1980,77,538,http://www.redfin.com/CA/Laguna-Niguel/28115-Hibiscus-Dr-92677/home/4922838,OC21121839,33.5546829,-117.7067074,8
839,30151 Anamonte,Laguna Niguel,CA,92677,1450000,3,2.5,2088,4600,1988,86,694,http://www.redfin.com/CA/Laguna-Niguel/30151-Anamonte-92677/home/4936746,OC21111570,33.5251508,-117.7246247,7.667
840,25622 Paseo De La Paz,San Juan Capistrano,CA,92675,6150000,5,4.5,6225,43560,1996,97,988,http://www.redfin.com/CA/San-Juan-Capistrano/25622-Paseo-De-La-Paz-92675/home/4963899,OC21103971,33.4931684,-117.6830614,6.333
841,8 Tunis,Laguna Niguel,CA,92677,1799000,4,3,3518,8340,1993,102,511,http://www.redfin.com/CA/Laguna-Niguel/8-Tunis-92677/home/4920246,OC21099207,33.5157327,-117.6962366,7.333
842,7 Searidge,Laguna Niguel,CA,92677,6090000,5,6,8088,23522,1995,107,753,http://www.redfin.com/CA/Laguna-Niguel/7-Searidge-92677/home/4970130,OC21098264,33.4989909,-117.688961,7.333
843,23932 Paseo Del Campo,Laguna Niguel,CA,92677,1859000,5,3,2965,8000,1966,129,627,http://www.redfin.com/CA/Laguna-Niguel/23932-Paseo-Del-Campo-92677/home/4941095,NP21075384,33.5193595,-117.7116333,7.667
844,1 Jencourt,Laguna Niguel,CA,92677,10995000,4,5.5,7948,60984,2005,152,1383,http://www.redfin.com/CA/Laguna-Niguel/1-Jencourt-92677/home/4970146,LG21060356,33.499043,-117.6900959,7.333
845,22805 Channel Vw,Laguna Niguel,CA,92677,3850000,4,4.5,5600,11250,1989,161,688,http://www.redfin.com/CA/Laguna-Niguel/22805-Channel-Vw-92677/home/4940458,PW21030758,33.5018789,-117.7311522,7.667
846,30752 Paseo Del Niguel,Laguna Niguel,CA,92677,5900000,7,10,8200,19174,1979,219,720,http://www.redfin.com/CA/Laguna-Niguel/30752-Paseo-Del-Niguel-92677/home/4941200,OC21009599,33.5159622,-117.7177503,7.667
847,11 Old Ranch Rd,Laguna Niguel,CA,92677,7448800,6,6.5,9500,29708,1993,305,784,http://www.redfin.com/CA/Laguna-Niguel/11-Old-Ranch-Rd-92677/home/4970217,OC20220321,33.4950052,-117.6890877,7.333
848,1 Searidge,Laguna Niguel,CA,92677,5900000,6,7,8100,31529,1993,353,728,http://www.redfin.com/CA/Laguna-Niguel/1-Searidge-92677/home/4970108,LG20182643,33.4989167,-117.6881941,7.333
849,31551 Peppertree,San Juan Capistrano,CA,92675,8185000,9,9.5,14366,65340,2001,366,570,http://www.redfin.com/CA/San-Juan-Capistrano/31551-Peppertree-Bend-92675/home/4902453,OC20170044,33.5057324,-117.6774473,6.333
850,1 Inspiration,Laguna Niguel,CA,92677,5990000,5,6,9000,54000,2001,809,666,http://www.redfin.com/CA/Laguna-Niguel/1-Inspiration-Pt-92677/home/4970076,OC19129792,33.5008003,-117.6881712,7.333
851,22511 Woodcrest Cir,Lake Forest,CA,92630,1199999,5,3,2611,6000,1970,5,460,http://www.redfin.com/CA/Lake-Forest/22511-Woodcrest-Cir-92630/home/4820556,OC21178171,33.6361459,-117.6976114,5.25
852,25 Swift,Lake Forest,CA,92630,1788000,5,4.5,3100,4550,2016,11,577,http://www.redfin.com/CA/Lake-Forest/25-Swift-92630/home/112722238,OC21175443,33.6728631,-117.6772869,6.25
853,36 Torosa,Lake Forest,CA,92630,1359900,4,3,2507,3949,2017,2,542,http://www.redfin.com/CA/Lake-Forest/36-Torosa-92630/home/143909786,OC21175201,33.675746,-117.6829019,6.25
854,22791 Rumble Dr,Lake Forest,CA,92630,939000,5,3,2600,5200,1969,2,361,http://www.redfin.com/CA/Lake-Forest/22791-Rumble-Dr-92630/home/4819419,OC21182739,33.6318614,-117.695425,5.25
855,24951 Avenida Libre,Lake Forest,CA,92630,1299800,4,3,2979,7475,1977,3,436,http://www.redfin.com/CA/Lake-Forest/24951-Avenida-Libre-92630/home/4807675,OC21181852,33.6553227,-117.6946098,6.25
856,24211 Angela St,Lake Forest,CA,92630,1169000,5,3,2884,5000,1978,3,405,http://www.redfin.com/CA/Lake-Forest/24211-Angela-St-92630/home/4829239,LG21183130,33.6439868,-117.7084486,6.25
857,24132 Big Timber St,Lake Forest,CA,92630,899000,3,2,1494,5265,1977,3,602,http://www.redfin.com/CA/Lake-Forest/24132-Big-Timber-St-92630/home/4837849,OC21183582,33.6310251,-117.7091818,5.5
858,24772 Greentree Ln,Lake Forest,CA,92630,868000,3,2,1684,5625,1976,3,515,http://www.redfin.com/CA/Lake-Forest/24772-Greentree-Ln-92630/home/4827403,OC21183291,33.6467942,-117.6986882,6.25
859,21442 Calle Sendero,Lake Forest,CA,92630,1124900,4,3,2714,10800,1980,3,414,http://www.redfin.com/CA/Lake-Forest/21442-Calle-Sendero-92630/home/4808484,OC21183315,33.6513672,-117.691127,6.25
860,21742 Queensbury Dr,Lake Forest,CA,92630,1150000,4,3,2819,10625,1981,5,408,http://www.redfin.com/CA/Lake-Forest/21742-Queensbury-Dr-92630/home/4814176,OC21181650,33.6467632,-117.6797388,6.25
861,1143 Viejo Hills Dr,Lake Forest,CA,92610,1100000,4,2.5,2115,3734,2019,5,520,http://www.redfin.com/CA/LAKE-FOREST/1143-VIEJO-HILLS-DR-92610/home/167387431,OC21178039,33.671874,-117.637528,6.5
862,22332 Woodhue Ct,Lake Forest,CA,92630,1100000,3,2.5,2629,6120,1976,5,418,http://www.redfin.com/CA/Lake-Forest/22332-Woodhue-Ct-92630/home/4827307,PW21180959,33.6381688,-117.6909208,6.25
863,21396 Falkirk Ln,Lake Forest,CA,92630,849000,3,2.5,1564,3000,1986,5,543,http://www.redfin.com/CA/Lake-Forest/21396-Falkirk-Ln-92630/home/4817228,PW21180705,33.652065,-117.675912,5.75
864,22422 Sunlight Crk,Lake Forest,CA,92630,899000,4,2.5,2145,5400,1977,6,419,http://www.redfin.com/CA/Lake-Forest/22422-Sunlight-Crk-92630/home/4811986,IV21179605,33.6368795,-117.6708248,5.75
865,21745 Lake Vista Dr,Lake Forest,CA,92630,539000,2,1,980,1950,1972,8,550,http://www.redfin.com/CA/Lake-Forest/21745-Lake-Vista-Dr-92630/home/4822107,WS21179278,33.6464943,-117.7017585,6.25
866,24291 Grass St,Lake Forest,CA,92630,969900,5,3,2240,7280,1965,9,433,http://www.redfin.com/CA/Lake-Forest/24291-Grass-St-92630/home/4838918,CV21179232,33.6098333,-117.6947473,5.75
867,21035 Kensington Ln,Lake Forest,CA,92630,950000,4,3,2814,6000,1989,9,338,http://www.redfin.com/CA/Lake-Forest/21035-Kensington-Ln-92630/home/4818043,OC21179591,33.6571768,-117.6597791,6
868,25201 Vista Fusco,Lake Forest,CA,92630,939000,4,2,1448,7725,1972,9,648,http://www.redfin.com/CA/Lake-Forest/25201-Vista-Fusco-92630/home/4819234,OC21178991,33.6355255,-117.6907604,5.25
869,22301 Chestnut Ln,Lake Forest,CA,92630,999000,3,2.5,2130,5886,1976,9,469,http://www.redfin.com/CA/Lake-Forest/22301-Chestnut-Ln-92630/home/4824523,OC21179135,33.6392925,-117.686361,6.25
870,22083 Pheasant St,Lake Forest,CA,92630,1150000,4,3,2444,5000,1977,9,471,http://www.redfin.com/CA/Lake-Forest/22083-Pheasant-St-92630/home/4828472,PW21178876,33.641862,-117.7060659,6.25
871,20982 Starling Ct,Lake Forest,CA,92630,925000,3,2.5,1662,4250,1987,10,557,http://www.redfin.com/CA/Lake-Forest/20982-Starling-Ct-92630/home/4817835,PW21178787,33.6573024,-117.6723446,5.75
872,24882 Rivendell Dr,Lake Forest,CA,92630,1100000,5,3,2490,4550,1969,11,442,http://www.redfin.com/CA/Lake-Forest/24882-Rivendell-Dr-92630/home/4819408,OC21177536,33.6322625,-117.6960762,5.25
873,1100 Portola Oaks Dr,Lake Forest,CA,92610,1100000,4,3,2260,2989,2018,13,487,http://www.redfin.com/CA/Lake-Forest/1100-Portola-Oaks-Dr-92610/home/146012219,WS21174916,33.670826,-117.6364457,6.5
874,27172 Valleymont Rd,Lake Forest,CA,92630,889000,4,3,1644,5187,1979,15,541,http://www.redfin.com/CA/Lake-Forest/27172-Valleymont-Rd-92630/home/5112634,SW21112060,33.6539777,-117.6566623,6
875,25642 Heatherow Cir,Lake Forest,CA,92630,899000,4,1.75,1494,6018,1976,20,602,http://www.redfin.com/CA/Lake-Forest/25642-Heatherow-Cir-92630/home/4811040,OC21169365,33.6326245,-117.6834968,6
876,22266 Brittlewood Cir,Lake Forest,CA,92630,1219700,5,2.5,2912,12000,1977,22,419,http://www.redfin.com/CA/Lake-Forest/22266-Brittlewood-Cir-92630/home/4827234,SW21161800,33.6389794,-117.6925706,6.25
877,23782 Boeing Ln,Lake Forest,CA,92630,848000,3,2.5,1552,6545,1970,23,546,http://www.redfin.com/CA/Lake-Forest/23782-Boeing-Ln-92630/home/4835830,WS21167365,33.6277311,-117.7149553,5.5
878,24721 Calle El Toro Grande,Lake Forest,CA,92630,945000,5,3,2857,9176,1966,24,331,http://www.redfin.com/CA/Lake-Forest/24721-Cll-El-Toro-Grande-92630/home/4832735,PW21166786,33.6300072,-117.697978,5.5
879,21422 Via Floresta,Lake Forest,CA,92630,1400000,5,3.5,2672,5663,1976,26,524,http://www.redfin.com/CA/Lake-Forest/21422-Via-Floresta-92630/home/4825685,OC21164178,33.6515733,-117.7023277,6.25
880,24342 Blueridge Rd,Lake Forest,CA,92630,866000,3,2,,6500,,30,,http://www.redfin.com/CA/Lake-Forest/24342-Blueridge-Rd-92630/home/4835535,21-764614,33.6269228,-117.7054702,5.5
881,115 Lavender,Lake Forest,CA,92630,1150000,4,4,2141,3480,2018,32,537,http://www.redfin.com/CA/Lake-Forest/115-Lavender-92630/home/112722706,OC21160459,33.6729352,-117.6841213,6.25
882,24352 Grass St,Lake Forest,CA,92630,868000,5,3,2037,7650,1965,32,426,http://www.redfin.com/CA/Lake-Forest/24352-Grass-St-92630/home/4838898,TR21160288,33.6093249,-117.6940141,5.75
883,21442 Poplarwood,Lake Forest,CA,92630,1150000,4,2.5,2644,5000,1985,36,435,http://www.redfin.com/CA/Lake-Forest/21442-Poplarwood-92630/home/4809623,OC21155592,33.6518131,-117.6864527,6.25
884,22982 Mullin Rd,Lake Forest,CA,92630,839900,3,2,1540,5500,1974,36,545,http://www.redfin.com/CA/Lake-Forest/22982-Mullin-Rd-92630/home/4837700,PW21156744,33.6286579,-117.7136265,5.5
885,22151 Pheasant St,Lake Forest,CA,92630,1099000,4,2.5,2226,5225,1977,39,494,http://www.redfin.com/CA/Lake-Forest/22151-Pheasant-St-92630/home/4828284,PW21153590,33.6416053,-117.7094567,6.25
886,21882 Ute Way,Lake Forest,CA,92630,930000,3,2.5,1943,6600,1974,40,479,http://www.redfin.com/CA/Lake-Forest/21882-Ute-Way-92630/home/4824157,OC21150740,33.6447827,-117.6856736,6.25
887,19416 Shadow Oak Dr,Lake Forest,CA,92679,1240000,4,3,3208,7200,1989,52,387,http://www.redfin.com/CA/Trabuco-Canyon/19416-Shadow-Oak-Dr-92679/home/4804692,PW21143441,33.6801504,-117.6253774,6.5
888,13 Torosa,Lake Forest,CA,92630,1258900,4,3,2507,3685,2017,53,502,http://www.redfin.com/CA/Lake-Forest/13-Torosa-92630/home/143909804,LG21142635,33.6760747,-117.6817309,6.25
889,9 Abbey Dr,Lake Forest,CA,92610,899900,4,2.5,1796,3150,1995,55,501,http://www.redfin.com/CA/Lake-Forest/9-Abbey-Dr-92610/home/4810625,LG21139969,33.6845402,-117.6706873,6.75
890,20866 Parkside,Lake Forest,CA,92630,1599900,6,4.5,3598,6158,1999,65,445,http://www.redfin.com/CA/Lake-Forest/20866-Parkside-92630/home/4818151,OC21129180,33.6593812,-117.6613375,6
891,137 Primrose Dr,Lake Forest,CA,92610,998000,4,3.5,2414,3195,2016,78,413,http://www.redfin.com/CA/Lake-Forest/137-Primrose-Dr-92610/home/112721273,OC21120859,33.6744669,-117.6611149,6.75
892,25215 Miles Ave,Lake Forest,CA,92630,868000,3,2,1677,5344,1969,92,518,http://www.redfin.com/CA/Lake-Forest/25215-Miles-Ave-92630/home/4819486,OC21110360,33.6312603,-117.6907819,5.25
893,1021 Summit Oak Dr,Lake Forest,CA,92679,3200000,5,4.5,4769,9983,2018,124,671,http://www.redfin.com/CA/Portola-Hills/1021-Summit-Oak-Dr-92679/home/143909665,CV21082058,33.6758774,-117.6363706,6.5
894,23061 Arden St,Lake Forest,CA,92630,899900,4,2,1990,5035,1973,124,452,http://www.redfin.com/CA/Lake-Forest/23061-Arden-St-92630/home/4837711,SW21081419,33.6273181,-117.7126642,5.5
895,3282 Hillrose Dr,Rossmoor,CA,90720,2299000,5,4.5,3929,7665,2006,3,585,http://www.redfin.com/CA/Los-Alamitos/3282-Hillrose-Dr-90720/home/3371830,PW21183565,33.7791433,-118.0761684,9.25
896,11091 Bunker Hill Dr,Los Alamitos,CA,90720,875000,3,1,1003,7200,1955,13,872,http://www.redfin.com/CA/Los-Alamitos/11091-Bunker-Hill-Dr-90720/home/3938128,DW21175574,33.8014726,-118.0465333,8.75
897,12431 Kensington Rd,Rossmoor,CA,90720,2499000,4,3.5,3800,7700,2000,24,658,http://www.redfin.com/CA/Los-Alamitos/12431-Kensington-Rd-90720/home/3378001,NDP2108820,33.7820793,-118.0883776,9.25
898,3922 San Joaquin Ave,Los Alamitos,CA,90720,1318000,5,3,2752,5670,1966,24,479,http://www.redfin.com/CA/Los-Alamitos/3922-San-Joaquin-Ave-90720/home/3977325,PW21165807,33.8106085,-118.0650558,8.75
899,3802 Holden Cir,Los Alamitos,CA,90720,1399995,4,2.5,2812,6873,1970,36,498,http://www.redfin.com/CA/Los-Alamitos/3802-Holden-Cir-90720/home/3978158,DW21156757,33.8161586,-118.0672281,8.75
900,2872 Tigertail Dr,Rossmoor,CA,90720,2650000,4,4,4300,7700,1992,36,616,http://www.redfin.com/CA/Los-Alamitos/2872-Tigertail-Dr-90720/home/3378480,PW21156737,33.7767238,-118.0837821,9.25
901,7785 Pacific Cir,Midway City,CA,92655,739000,3,2.5,1402,113256000,1999,8,527,http://www.redfin.com/CA/Midway-City/7785-Pacific-Cir-92655/home/5843263,PW21179772,33.7420566,-117.9926013,7.333
902,1 Windswept Way,Mission Viejo,CA,92692,959900,4,2.5,2406,3408,1999,38,399,http://www.redfin.com/CA/Mission-Viejo/1-Windswept-Way-92692/home/5783711,OC21151474,33.6649576,-117.6264089,6.5
903,27901 Calle Valdes,Mission Viejo,CA,92692,725000,3,2,1453,3440,1972,1,499,http://www.redfin.com/CA/Mission-Viejo/27901-Calle-Valdes-92692/home/5068025,OC21185330,33.617828,-117.644149,7
904,28042 Espinoza,Mission Viejo,CA,92692,849900,2,1.5,1495,3774,1980,1,568,http://www.redfin.com/CA/Mission-Viejo/28042-Espinoza-92692/home/5076954,OC21185174,33.613459,-117.6413529,7
905,22496 Almaden,Mission Viejo,CA,92691,1390000,5,2,2540,6800,1977,2,547,http://www.redfin.com/CA/Mission-Viejo/22496-Almaden-92691/home/5087367,TR21184230,33.6361495,-117.6491456,7
