,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating
670,19 Alexa Ln,Ladera Ranch,CA,92694,2650000,5,4.75,5800,13000,2017,27,457,http://www.redfin.com/CA/Mission-Viejo/19-Alexa-Ln-92694/home/7212833,OC21163399,33.533246,-117.636466,8.333
671,6 Copious Ln,Ladera Ranch,CA,92694,1699000,4,4.5,3990,5775,2003,31,426,http://www.redfin.com/CA/Ladera-Ranch/6-Copious-Ln-92694/home/5935947,OC21157517,33.5371406,-117.6463721,8.333
672,12 Thornhill St,Ladera Ranch,CA,92694,2150000,5,4.5,4079,8957,2001,35,527,http://www.redfin.com/CA/Ladera-Ranch/12-Thornhill-St-92694/home/5823457,PW21138963,33.5741975,-117.6343623,8.667
673,3 Lennox Ct,Ladera Ranch,CA,92694,2100000,5,5.5,4605,8922,2005,66,456,http://www.redfin.com/CA/Mission-Viejo/3-Lennox-Ct-92694/home/5962464,OC21128261,33.543856,-117.632068,8.333
674,1 Stellar Isle,Ladera Ranch,CA,92694,2799500,6,6.5,5312,12130,2006,71,527,http://www.redfin.com/CA/Ladera-Ranch/1-Stellar-Isle-92694/home/5962496,OC21125402,33.5388491,-117.6322537,8.333
675,674 Lombardy Ln,Laguna Beach,CA,92651,2099999,2,2,1449,2700,1938,40,1449,http://www.redfin.com/CA/Laguna-Beach/674-Lombardy-Ln-92651/home/4891024,OC21152543,33.5372531,-117.7724627,9
676,660 Anita,Laguna Beach,CA,92651,1999950,3,2,1253,3300,1927,4,1596,http://www.redfin.com/CA/Laguna-Beach/660-Anita-St-92651/home/4890916,NDP2109708,33.5376353,-117.7729666,9
677,403 El Bosque,Laguna Beach,CA,92651,2495000,2,2,1524,6818,1946,4,1637,http://www.redfin.com/CA/Laguna-Beach/403-El-Bosque-92651/home/4890440,LG21179174,33.5391873,-117.7776731,9
678,31676 Seacove Dr,Laguna Beach,CA,92651,3880000,2,2,1489,3738,1957,5,2606,http://www.redfin.com/CA/Laguna-Beach/31676-Seacove-Dr-92651/home/4940079,LG21173801,33.5019394,-117.7453319,9
679,835 Temple Hills Dr,Laguna Beach,CA,92651,6995000,6,5.5,5802,9440,1985,5,1206,http://www.redfin.com/CA/Laguna-Beach/835-Temple-Hills-Dr-92651/home/4891849,LG21180842,33.5398153,-117.7723292,9
680,900 Gainsborough Dr,Laguna Beach,CA,92651,9888000,4,5,4069,17097,1981,5,2430,http://www.redfin.com/CA/Laguna-Beach/900-Gainsborough-Dr-92651/home/4895264,OC21181014,33.5292576,-117.7653132,9
681,604 Allview Pl,Laguna Beach,CA,92651,5250000,3,5,3900,6098,1967,5,1346,http://www.redfin.com/CA/Laguna-Beach/604-Allview-Pl-92651/home/4750131,LG21144523,33.5497808,-117.7900393,9
682,845 Katella St,Laguna Beach,CA,92651,2795000,3,3,2355,2500,1970,9,1187,http://www.redfin.com/CA/Laguna-Beach/845-Katella-St-92651/home/4898309,LG21179714,33.527845,-117.761954,9
683,1145 Katella St,Laguna Beach,CA,92651,4298000,4,3.5,3433,5000,1979,9,1252,http://www.redfin.com/CA/Laguna-Beach/1145-Katella-St-92651/home/4897201,NP21178795,33.5311327,-117.7619613,9
684,1693 Hillcrest Dr,Laguna Beach,CA,92651,3250000,3,2,1911,6050,1949,11,1701,http://www.redfin.com/CA/Laguna-Beach/1693-Hillcrest-Dr-92651/home/3260163,OC21175835,33.5515484,-117.8041644,9
685,2 N Encino,Laguna Beach,CA,92651,4449000,3,2.75,1856,5500,1938,11,2397,http://www.redfin.com/CA/Laguna-Beach/2-N-Encino-92651/home/3267714,LG21171640,33.4920408,-117.7358483,9
686,2623 VICTORIA Dr,Laguna Beach,CA,92651,6200000,3,3,3655,3600,1979,11,1696,http://www.redfin.com/CA/Laguna-Beach/2623-Victoria-Dr-92651/home/4935165,LG21174968,33.5223788,-117.7645978,9
687,32091 Point Pl,Laguna Beach,CA,92651,5750000,2,1.75,1224,8427,1930,17,4698,http://www.redfin.com/CA/Laguna-Beach/32091-Point-Pl-92651/home/3267126,IV21172230,33.4967284,-117.7402026,9
688,649 Bolsana Dr,Laguna Beach,CA,92651,3595000,4,3.5,2676,6840,1967,17,1343,http://www.redfin.com/CA/Laguna-Beach/649-Bolsana-Dr-92651/home/5753552,NP21162516,33.5232141,-117.7549982,9
689,2943 Alexander Rd,Laguna Beach,CA,92651,2599999,3,3,1884,5100,1948,18,1380,http://www.redfin.com/CA/Laguna-Beach/2943-Alexander-Rd-92651/home/4935389,210022144,33.5210295,-117.7593502,9
690,676 Vista Ln,Laguna Beach,CA,92651,6895000,5,6,5791,7650,2002,20,1191,http://www.redfin.com/CA/Laguna-Beach/676-Vista-Ln-92651/home/4888112,LG21168927,33.5472638,-117.7794249,9
691,28981 Sommet Du Monde,Laguna Beach,CA,92651,6495000,5,5.5,5523,7738,1996,20,1176,http://www.redfin.com/CA/Laguna-Beach/28981-Sommet-Du-Monde-92651/home/4889475,OC21146936,33.5418096,-117.7529596,9
692,1083 Tia Juana St,Laguna Beach,CA,92651,2998888,3,3,1772,2500,2009,20,1692,http://www.redfin.com/CA/Laguna-Beach/1083-Tia-Juana-St-92651/home/4899582,PW21169702,33.5303928,-117.7551471,9
693,20321 Sun Valley Dr,Laguna Beach,CA,92651,1450000,3,2,1378,11570,1956,20,1052,http://www.redfin.com/CA/Laguna-Beach/20321-Sun-Valley-Dr-92651/home/4866378,OC21166727,33.5777881,-117.7616635,9
694,48 N Portola,Laguna Beach,CA,92651,6495000,3,3,2795,7395,1955,20,2324,http://www.redfin.com/CA/Laguna-Beach/48-N-Portola-92651/home/3267162,LG21165382,33.4937969,-117.7372686,9
695,1433 Temple Hills Dr,Laguna Beach,CA,92651,3200000,4,3.5,2618,10580,1952,20,1222,http://www.redfin.com/CA/Laguna-Beach/1433-Temple-Hills-Dr-92651/home/4892020,LG21168617,33.540858,-117.769545,9
696,2716 Solana Way,Laguna Beach,CA,92651,2499900,5,3.5,2500,2400,1989,24,1000,http://www.redfin.com/CA/Laguna-Beach/2716-Solana-Way-92651/home/4933901,OC21166428,33.5225294,-117.7632849,9
697,365 Heather Pl,Laguna Beach,CA,92651,4500000,6,4,3773,6090,1965,25,1193,http://www.redfin.com/CA/Laguna-Beach/365-Heather-Pl-92651/home/3260333,OC21164605,33.54947,-117.7974221,9
698,489 Jasmine St,Laguna Beach,CA,92651,2695000,3,3,1177,6125,1922,26,2290,http://www.redfin.com/CA/Laguna-Beach/489-Jasmine-St-92651/home/4751882,LG21161819,33.5486134,-117.7879217,9
699,31691 Coast,Laguna Beach,CA,92651,2499000,4,2.25,1903,3920,1929,26,1313,http://www.redfin.com/CA/Laguna-Beach/31691-Coast-Hwy-92651/home/169628686,LG21164660,33.5022198,-117.7445072,9
700,793 Barracuda Way,Laguna Beach,CA,92651,3995000,4,5.5,4484,7841,2006,27,891,http://www.redfin.com/CA/Laguna-Beach/793-Barracuda-Way-92651/home/4933247,LG21163471,33.526984,-117.7542652,9
701,2985 Zurich Ct,Laguna Beach,CA,92651,3150000,4,3.25,4000,34848,1974,27,788,http://www.redfin.com/CA/Laguna-Beach/2985-Zurich-Ct-92651/home/4886841,LG21160786,33.5462981,-117.7573345,9
702,32201 Coast Hwy,Laguna Beach,CA,92651,46500000,4,5,2254,161172,1968,30,20630,http://www.redfin.com/CA/Laguna-Beach/32201-Coast-Hwy-92651/home/143910496,NP21162358,33.4949409,-117.7380474,9
703,1147 Miramar St,Laguna Beach,CA,92651,2995000,3,2.5,1783,2500,2017,30,1680,http://www.redfin.com/CA/Laguna-Beach/1147-Miramar-St-92651/home/4897009,LG21153730,33.5311891,-117.7604381,9
704,3271 Crestwood Cir,Laguna Beach,CA,92651,4145000,4,3.5,4143,10000,1994,32,1000,http://www.redfin.com/CA/Laguna-Beach/3271-Crestwood-Cir-92651/home/4889543,LG21157986,33.5551077,-117.7581133,9
705,3140 Alta Laguna Blvd,Laguna Beach,CA,92651,1799000,4,2,1700,6825,1965,33,1058,http://www.redfin.com/CA/Laguna-Beach/3140-Alta-Laguna-Blvd-92651/home/4885305,LG21153035,33.5516723,-117.7556395,9
706,970 Gaviota Dr,Laguna Beach,CA,92651,3750000,3,2.5,2700,2500,2000,34,1389,http://www.redfin.com/CA/Laguna-Beach/970-Gaviota-Dr-92651/home/4890609,OC21154103,33.5351912,-117.778177,9
707,1674 Del Mar Ave,Laguna Beach,CA,92651,3000000,5,3,2623,5150,1978,36,1144,http://www.redfin.com/CA/Laguna-Beach/1674-Del-Mar-Ave-92651/home/4898522,LG21132405,33.5307789,-117.7574261,9
708,310 Hawthorne Rd,Laguna Beach,CA,92651,1988000,1,1,727,2625,1917,36,2735,http://www.redfin.com/CA/Laguna-Beach/310-Hawthorne-Rd-92651/home/4751754,ND21156033,33.546713,-117.7927971,9
709,812 Gainsborough Dr,Laguna Beach,CA,92651,3295000,3,3.5,2647,5300,2013,40,1245,http://www.redfin.com/CA/Laguna-Beach/812-Gainsborough-Dr-92651/home/4895164,LG21152408,33.5303458,-117.7642939,9
710,715 Emerald Bay,Laguna Beach,CA,92651,4485000,3,2.5,2078,7725,1961,42,2158,http://www.redfin.com/CA/Laguna-Beach/715-Emerald-Bay-92651/home/3258563,NP21141370,33.5539727,-117.8105811,9
711,31841 Monarch,Laguna Niguel,CA,92677,5895000,5,5.5,4646,8285,2019,43,1269,http://www.redfin.com/CA/Laguna-Niguel/31841-Monarch-Crst-92677/home/4940979,OC21147243,33.5006073,-117.7327829,7.667
712,2008 Donna Dr,Laguna Beach,CA,92651,3375000,4,3,2841,8100,1963,46,1188,http://www.redfin.com/CA/Laguna-Beach/2008-Donna-Dr-92651/home/4888433,LG21145466,33.5445845,-117.7659008,9
713,600 LORETTA Dr,Laguna Beach,CA,92651,2595000,3,2.5,2920,9500,2001,48,889,http://www.redfin.com/CA/Laguna-Beach/600-Loretta-Dr-92651/home/4933400,LG21136960,33.5243806,-117.7551814,9
714,755 Pearl St,Laguna Beach,CA,92651,4395000,4,2.5,3612,12937,1970,52,1217,http://www.redfin.com/CA/Laguna-Beach/755-Pearl-St-92651/home/4895448,LG21143043,33.5321875,-117.7662673,9
715,130 Woodland Dr,Laguna Beach,CA,92651,950000,2,1,840,1500,1939,55,1131,http://www.redfin.com/CA/Laguna-Beach/130-Woodland-Dr-92651/home/4887287,NP21140503,33.5520721,-117.7766196,9
716,28 Emerald Bay,Laguna Beach,CA,92651,11500000,3,3,2091,3172,1955,58,5500,http://www.redfin.com/CA/Laguna-Beach/28-Emerald-Bay-92651/home/3258720,LG21138533,33.5504123,-117.8063907,9
717,3 Le Conte,Laguna Niguel,CA,92677,5999888,4,6,7869,12500,2010,58,762,http://www.redfin.com/CA/Laguna-Niguel/3-Le-Conte-92677/home/4940365,OC21137565,33.5074221,-117.7373602,7.667
718,1360 Moorea Way,Laguna Beach,CA,92651,7250000,6,6.5,7947,20400,2006,59,912,http://www.redfin.com/CA/Laguna-Beach/1360-Moorea-Way-92651/home/4889525,NP21136483,33.5473433,-117.7754057,9
719,11 Camel Point Dr,Laguna Beach,CA,92651,11995000,3,3.5,3422,8000,2008,61,3505,http://www.redfin.com/CA/Laguna-Beach/11-Camel-Point-Dr-92651/home/3263115,LG21132770,33.5075018,-117.7503712,9
720,2455 Temple Hills Dr,Laguna Beach,CA,92651,2825000,4,3,2591,7000,1950,62,1090,http://www.redfin.com/CA/Laguna-Beach/2455-Temple-Hills-Dr-92651/home/4886917,LG21134405,33.5468535,-117.7600373,9
721,1235 Ocean Front,Laguna Beach,CA,92651,7880000,2,3,2143,1190,2019,67,3677,http://www.redfin.com/CA/Laguna-Beach/1235-Ocean-92651/home/4890652,LG21036583,33.5325575,-117.7770375,9
722,3247 Alta Laguna Blvd,Laguna Beach,CA,92651,3795000,3,3.5,2725,17460,1974,67,1393,http://www.redfin.com/CA/Laguna-Beach/3247-Alta-Laguna-Blvd-92651/home/4885195,OC21130465,33.5538809,-117.7588462,9
723,280 Hinkle Pl,Laguna Beach,CA,92651,2595000,3,2.5,1600,2550,1940,69,1622,http://www.redfin.com/CA/Laguna-Beach/280-Hinkle-Pl-92651/home/4935327,NP21128411,33.521036,-117.760903,9
724,785 Alta Vista Way,Laguna Beach,CA,92651,2995000,3,2.5,2010,3276,1973,69,1490,http://www.redfin.com/CA/Laguna-Beach/785-Alta-Vista-Way-92651/home/4934331,LG21128459,33.5271541,-117.7613481,9
725,31821 Monarch,Laguna Niguel,CA,92677,10500000,6,8,7796,31748,2000,71,1347,http://www.redfin.com/CA/Laguna-Niguel/31821-Monarch-Crst-92677/home/4940980,OC21127745,33.500848,-117.7330765,7.667
726,2390 Temple Hills Dr,Laguna Beach,CA,92651,2995000,3,4.5,3069,6303,1972,71,976,http://www.redfin.com/CA/Laguna-Beach/2390-Temple-Hills-Dr-92651/home/4886856,LG21127668,33.546815,-117.7608619,9
727,2170 Hillview Dr,Laguna Beach,CA,92651,3195000,4,3.5,3340,8478,1975,74,957,http://www.redfin.com/CA/Laguna-Beach/2170-Hillview-Dr-92651/home/4889424,LG21124990,33.5491569,-117.7635188,9
728,3108 Tyrol Dr,Laguna Beach,CA,92651,2899000,5,3.75,3370,7727,1966,79,860,http://www.redfin.com/CA/Laguna-Beach/3108-Tyrol-Dr-92651/home/4885735,LG21121084,33.5521262,-117.7560976,9
729,31562 Wildwood Rd,Laguna Beach,CA,92651,2195000,2,2,2200,2800,1970,81,998,http://www.redfin.com/CA/Laguna-Beach/31562-Wildwood-Rd-92651/home/3264634,LG21118573,33.5041944,-117.7432868,9
730,315 High Dr,Laguna Beach,CA,92651,4449000,4,3.5,3333,7257,1936,84,1335,http://www.redfin.com/CA/Laguna-Beach/315-High-Dr-92651/home/4751955,LG21114898,33.5414462,-117.7604374,9
731,31411 Monterey St,Laguna Beach,CA,92651,2650000,3,1.75,1936,6000,1956,87,1369,http://www.redfin.com/CA/Laguna-Beach/31411-Monterey-St-92651/home/3263232,LG21112373,33.5062704,-117.7473705,9
732,33 Smithcliffs Rd,Laguna Beach,CA,92651,48850000,6,7.5,10010,24250,1998,88,4880,http://www.redfin.com/CA/Laguna-Beach/33-Smithcliffs-Rd-92651/home/3261697,OC21113452,33.548921,-117.805854,9
733,385 Mermaid St,Laguna Beach,CA,92651,3550000,5,3,2300,2614,1945,88,1543,http://www.redfin.com/CA/Laguna-Beach/385-Mermaid-St-92651/home/28901212,OC21112164,33.542652,-117.7815207,9
734,1228 Anacapa Way,Laguna Beach,CA,92651,2288000,3,2,1449,6000,1961,89,1579,http://www.redfin.com/CA/Laguna-Beach/1228-Anacapa-Way-92651/home/4888238,OC21111868,33.5461965,-117.7763906,9
735,31425 Coast,Laguna Beach,CA,92651,7448000,3,3,2200,14885,2009,100,3385,http://www.redfin.com/CA/Laguna-Beach/31425-Coast-Hwy-92651/home/3263326,OC21097755,33.5055322,-117.7476683,9
736,1539 Tahiti Ave,Laguna Beach,CA,92651,4695000,4,4.5,4491,9940,1999,100,1045,http://www.redfin.com/CA/Laguna-Beach/1539-Tahiti-Ave-92651/home/4886037,NP21103979,33.548459,-117.7688096,9
737,138 EMERALD BAY,Laguna Beach,CA,92651,6595000,4,4.5,3431,8008,2001,104,1922,http://www.redfin.com/CA/Laguna-Beach/138-Emerald-Bay-92651/home/3258627,LG21009090,33.5533495,-117.8131458,9
738,1246 Temple Ter,Laguna Beach,CA,92651,5475000,8,8.5,5351,13000,2009,109,1023,http://www.redfin.com/CA/Laguna-Beach/1246-Temple-Ter-92651/home/4892998,LG21095411,33.5353391,-117.7711206,9
739,31321 Ceanothus Dr,Laguna Beach,CA,92651,4950000,3,4,3510,4200,1983,110,1410,http://www.redfin.com/CA/Laguna-Beach/31321-Ceanothus-Dr-92651/home/3263999,LG21093998,33.5078756,-117.7466604,9
740,140 Irvine Cove Cir,Laguna Beach,CA,92651,18500000,7,6.5,8952,18000,1987,110,2067,http://www.redfin.com/CA/Laguna-Beach/140-Irvine-Cove-Cir-92651/home/4752276,NP21093444,33.5575362,-117.8135121,9
741,675 Cliff Dr,Laguna Beach,CA,92651,8995000,5,4.5,4000,3400,1997,124,2249,http://www.redfin.com/CA/Laguna-Beach/675-Cliff-Dr-92651/home/4752212,LG21082278,33.5457545,-117.7951698,9
742,2505 Juanita Way,Laguna Beach,CA,92651,2800000,3,2.75,2322,3303,1967,127,1206,http://www.redfin.com/CA/Laguna-Beach/2505-Juanita-Way-92651/home/4934442,LG21080618,33.5263974,-117.7630149,9
743,455 Panorama Dr,Laguna Beach,CA,92651,6980000,4,4.25,5297,8000,2004,127,1318,http://www.redfin.com/CA/Laguna-Beach/455-Panorama-Dr-92651/home/3260030,LG21078673,33.55291,-117.8007574,9
744,26 N La Senda Dr,Laguna Beach,CA,92651,6595000,4,4.5,3796,7548,1955,129,1737,http://www.redfin.com/CA/Laguna-Beach/26-N-La-Senda-Dr-92651/home/3267289,LG21079420,33.491385,-117.737675,9
745,259 Fairview St,Laguna Beach,CA,92651,3295000,4,4,2524,4500,2006,132,1305,http://www.redfin.com/CA/Laguna-Beach/259-Fairview-St-92651/home/3261390,NP21069105,33.5483759,-117.7970019,9
746,563 Emerald Bay,Laguna Beach,CA,92651,8195000,6,6.5,4945,6630,2000,134,1657,http://www.redfin.com/CA/Laguna-Beach/563-Emerald-Bay-92651/home/3259773,NP21073611,33.5543033,-117.8022459,9
747,266 La Brea St,Laguna Beach,CA,92651,4495000,4,3.5,2166,4500,2019,135,2075,http://www.redfin.com/CA/Laguna-Beach/266-La-Brea-St-92651/home/3260620,LG21074337,33.5489631,-117.7982385,9
748,1991 Ocean Way,Laguna Beach,CA,92651,18995000,6,6.25,5472,7391,1929,138,3471,http://www.redfin.com/CA/Laguna-Beach/1991-Ocean-Way-92651/home/4894729,OC21047416,33.52691,-117.77039,9
749,2260 Park Ave,Laguna Beach,CA,92651,5975000,5,4.5,5500,14250,2004,149,1086,http://www.redfin.com/CA/Laguna-Beach/2260-Park-Ave-92651/home/4889504,OC21063533,33.5501316,-117.7623278,9
750,549 DUNNEGAN Dr,Laguna Beach,CA,92651,4595000,4,3,3311,7420,1967,149,1388,http://www.redfin.com/CA/Laguna-Beach/549-Dunnegan-Dr-92651/home/3260225,LG21028361,33.5508529,-117.7978492,9
751,998 Emerald Bay,Laguna Beach,CA,92651,6999000,5,4.5,3545,5198,1977,150,1974,http://www.redfin.com/CA/Laguna-Beach/998-Emerald-Bay-92651/home/3258480,21-710630,33.556365,-117.810712,9
752,2800 Ocean Front,Laguna Beach,CA,92651,16995000,8,8,6000,9583,1963,151,2833,http://www.redfin.com/CA/Laguna-Beach/2800-Ocean-92651/home/173436128,LG21061349,33.532933,-117.7771328,No Schools
753,1201 Starlit Dr,Laguna Beach,CA,92651,1750000,3,2,1554,9600,1967,151,1126,http://www.redfin.com/CA/Laguna-Beach/1201-Starlit-Dr-92651/home/4895839,LG21061358,33.5381147,-117.7601289,9
754,549 Mystic Way,Laguna Beach,CA,92651,2505000,3,3,1831,10764,2003,160,1368,http://www.redfin.com/CA/Laguna-Beach/549-Mystic-Way-92651/home/4888473,LG21050552,33.5444674,-117.7770318,9
755,845 Summit Dr,Laguna Beach,CA,92651,3333333,4,3.5,3200,4600,1983,174,1042,http://www.redfin.com/CA/Laguna-Beach/845-Summit-Dr-92651/home/4895386,OC21041927,33.5330997,-117.7651679,9
756,323 Magnolia Dr,Laguna Beach,CA,92651,1849000,2,1,888,6000,1921,194,2082,http://www.redfin.com/CA/Laguna-Beach/323-Magnolia-Dr-92651/home/4750090,LG21023049,33.5454713,-117.7881507,9
757,2020 Donna Dr,Laguna Beach,CA,92651,6995000,3,3,3000,207389,2006,200,2332,http://www.redfin.com/CA/Laguna-Beach/2020-Donna-Dr-92651/home/5931839,OC21009675,33.5450758,-117.7660382,9
758,1885 Ocean Way,Laguna Beach,CA,92651,18500000,4,4,5650,9802,2007,200,3274,http://www.redfin.com/CA/Laguna-Beach/1885-Ocean-Way-92651/home/4894721,21-684114,33.5275828,-117.7714435,9
759,481 Dartmoor St,Laguna Beach,CA,92651,2595000,4,3.5,3283,12320,1965,206,790,http://www.redfin.com/CA/Laguna-Beach/481-Dartmoor-St-92651/home/3260304,LG21018929,33.550325,-117.797249,9
760,25 Lagunita Dr,Laguna Beach,CA,92651,11000000,5,4.5,5515,8300,1979,218,1995,http://www.redfin.com/CA/Laguna-Beach/25-Lagunita-Dr-92651/home/4935469,OC21010434,33.5172959,-117.7606915,9
761,1741 Ocean Way,Laguna Beach,CA,92651,10500000,3,3,2600,4725,1985,228,4038,http://www.redfin.com/CA/Laguna-Beach/1741-Ocean-Way-92651/home/4894703,LG21001427,33.5286299,-117.7724513,9
762,7 Montage Way,Laguna Beach,CA,92651,30888000,6,9,8140,12632,2013,274,3795,http://www.redfin.com/CA/Laguna-Beach/7-Montage-Way-92651/home/5903879,LG20243851,33.5152795,-117.7592585,9
763,31921 Coast Hwy,Laguna Beach,CA,92651,13900000,4,6,8171,16280,2006,299,1701,http://www.redfin.com/CA/Laguna-Beach/31921-Coast-Hwy-92651/home/4940175,LG20225879,33.4989728,-117.7415752,9
764,489 Alta Vista Way,Laguna Beach,CA,92651,2595000,3,3,2082,4040,1975,303,1246,http://www.redfin.com/CA/Laguna-Beach/489-Alta-Vista-Way-92651/home/4934566,LG20224250,33.5255347,-117.7632439,9
765,31332 Holly Dr,Laguna Beach,CA,92651,3988000,4,3.5,3350,7585,2004,305,1190,http://www.redfin.com/CA/Laguna-Beach/31332-Holly-Dr-92651/home/3263978,OC20222971,33.5078787,-117.7469811,9
766,2565 Altamar Dr,Laguna Beach,CA,92651,26000000,3,4.5,4993,11000,2002,314,5207,http://www.redfin.com/CA/Laguna-Beach/2565-Altamar-Dr-92651/home/3261791,NP20214861,33.5560256,-117.8160767,9
767,775 Gaviota Dr,Laguna Beach,CA,92651,4995000,3,3,1650,4792,1948,326,3027,http://www.redfin.com/CA/Laguna-Beach/775-Gaviota-Dr-92651/Lowr/home/103933662,NP20198731,33.5367078,-117.7798488,9
768,535 Mystic Way,Laguna Beach,CA,92651,3495000,4,3,2181,7227,1963,338,1602,http://www.redfin.com/CA/Laguna-Beach/535-Mystic-Way-92651/home/4888477,OC20168791,33.5442393,-117.7773067,9
769,22353 Eagle Rock Way,Laguna Beach,CA,92651,5995000,4,3.5,4366,33800,1999,358,1373,http://www.redfin.com/CA/Laguna-Beach/22353-Eagle-Rock-Way-92651/home/3265529,LG20167626,33.5042274,-117.7393471,9
770,31981 Coast,Laguna Beach,CA,92651,13995000,6,6.25,5000,10430,1958,366,2799,http://www.redfin.com/CA/Laguna-Beach/31981-Coast-Hwy-92651/home/3267066,OC20171726,33.4980228,-117.739994,9
771,1333 Moorea Way,Laguna Beach,CA,92651,14000000,6,6.5,10000,34404,2020,396,1400,http://www.redfin.com/CA/Laguna-Beach/1333-Moorea-Way-92651/home/172535398,LG20143833,33.5472427,-117.7765245,9
772,675 Nyes Pl,Laguna Beach,CA,92651,3995000,6,4.5,4635,16463,2000,428,862,http://www.redfin.com/CA/Laguna-Beach/675-Nyes-Pl-92651/home/4933637,LG20119908,33.5223922,-117.7568077,9
773,31662 Isle Vis,Laguna Niguel,CA,92677,4950000,6,7,8195,11250,2000,446,604,http://www.redfin.com/CA/Laguna-Niguel/31662-Isle-Vis-92677/home/4940434,OC20105436,33.5034382,-117.7316332,7.667
774,71 EMERALD BAY,Laguna Beach,CA,92651,15995000,5,6,6169,7452,2004,577,2593,http://www.redfin.com/CA/Laguna-Beach/71-Emerald-Bay-92651/home/3258690,LG20015064,33.5524564,-117.8071921,9
775,2431 Riviera Dr,Laguna Beach,CA,92651,41500000,6,8,10000,20909,1996,801,4150,http://www.redfin.com/CA/Laguna-Beach/2431-Riviera-Dr-92651/home/3261829,NP19140217,33.5529879,-117.8139701,9
776,24952 Hendon St,Laguna Hills,CA,92653,1299000,4,2.5,2704,6400,1976,3,480,http://www.redfin.com/CA/Laguna-Hills/24952-Hendon-St-92653/home/4847365,OC21181916,33.6015409,-117.6945869,5.75
777,25852 Terra Bella Ave,Laguna Hills,CA,92653,1199000,3,2,2077,7350,1980,3,577,http://www.redfin.com/CA/Laguna-Hills/25852-Terra-Bella-Ave-92653/home/4858736,PW21183170,33.5869086,-117.6904396,6.5
778,25972 Poker Flats Pl,Laguna Hills,CA,92653,2999000,5,4.25,5938,13600,1989,4,505,http://www.redfin.com/CA/Laguna-Hills/25972-Poker-Flats-Pl-92653/home/4864279,OC21178110,33.5857613,-117.6854215,6.5
779,24895 Luna Bonita Dr,Laguna Hills,CA,92653,1179000,4,2.5,2680,5880,1978,7,440,http://www.redfin.com/CA/Laguna-Hills/24895-Luna-Bonita-Dr-92653/home/4859071,OC21180545,33.5890354,-117.6951597,6.5
780,25891 Evergreen Rd,Laguna Hills,CA,92653,969900,4,2.5,1781,5325,1974,7,545,http://www.redfin.com/CA/Laguna-Hills/25891-Evergreen-Rd-92653/home/4846453,LG21180213,33.5920519,-117.6770119,6.5
781,24641 Cresta Ct,Laguna Hills,CA,92653,1260000,4,3,2401,6600,1978,10,525,http://www.redfin.com/CA/Laguna-Hills/24641-Cresta-Ct-92653/home/4848696,OC21177363,33.6043313,-117.7028124,5.75
782,24971 Luna Bonita Dr,Laguna Hills,CA,92653,1175000,3,2.5,2074,4876,1978,17,567,http://www.redfin.com/CA/Laguna-Hills/24971-Luna-Bonita-Dr-92653/home/4859052,OC21172273,33.5893055,-117.6938766,6.5
783,26275 Eva St,Laguna Hills,CA,92656,979000,4,3,2165,3872,1989,17,452,http://www.redfin.com/CA/Laguna-Hills/26275-Eva-St-92656/home/4873837,OC21171924,33.5813529,-117.7054538,6
784,24392 Twig St,Lake Forest,CA,92630,950000,4,3,2152,7500,1969,24,441,http://www.redfin.com/CA/Lake-Forest/24392-Twig-St-92630/home/4838736,OC21166003,33.6081909,-117.6942775,5.75
785,24991 Nellie Gail Rd,Laguna Hills,CA,92653,1899900,4,3,2826,31824,1977,32,672,http://www.redfin.com/CA/Laguna-Hills/24991-Nellie-Gail-Rd-92653/home/4861939,OC21158611,33.5705074,-117.693762,6.5
786,24961 Hendon St,Laguna Hills,CA,92653,1175000,4,2.5,2949,6262,1976,32,398,http://www.redfin.com/CA/Laguna-Hills/24961-Hendon-St-92653/home/4846664,OC21154070,33.6019812,-117.6945182,5.75
787,48 Monte Vis,Laguna Hills,CA,92653,1025000,3,2.5,2026,4500,1989,37,506,http://www.redfin.com/CA/Laguna-Hills/48-Monte-Vis-92653/home/4864106,IV21128575,33.590688,-117.683858,6.5
788,27501 Boothill Ct,Laguna Hills,CA,92653,4600000,7,6,7228,48034,1987,38,636,http://www.redfin.com/CA/Laguna-Hills/27501-Boothill-Ct-92653/home/4874397,OC21153697,33.5636646,-117.6816636,6.5
789,25312 Bentley,Laguna Hills,CA,92653,875000,3,2,1686,6000,1973,40,519,http://www.redfin.com/CA/Laguna-Hills/25312-Bentley-92653/home/4846190,OC21150802,33.6008996,-117.6881483,6.25
790,25032 Farrier Cir,Laguna Hills,CA,92653,3295000,5,5.5,5866,14661,2003,46,562,http://www.redfin.com/CA/Laguna-Hills/25032-Farrier-Cir-92653/home/5903389,PW21147327,33.5829474,-117.6877129,6.5
791,24971 Express Dr,Laguna Hills,CA,92653,865000,4,2,1637,5000,1971,48,528,http://www.redfin.com/CA/Laguna-Hills/24971-Express-Dr-92653/home/4845567,OC21144743,33.6000007,-117.6840238,6.25
