,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating,Crime per Capita (1000s)
219,53 Ritz Cv,Dana Point,CA,92629,9995000,4,6.0,6027.0,11200.0,2021.0,9.0,1658.0,http://www.redfin.com/CA/Dana-Point/53-Ritz-Cove-Dr-92629/home/4960852,OC21148120,33.4804419,-117.721763,7.667,3.8964569426405293
220,35 Regina,Dana Point,CA,92629,1271000,3,2.5,1890.0,4200.0,1994.0,9.0,672.0,http://www.redfin.com/CA/Dana-Point/35-Regina-92629/home/4961455,OC21178290,33.485807300000005,-117.7073489,7.667,3.8964569426405293
221,33661 Flying Jib Dr,Dana Point,CA,92629,2295000,3,2.5,2179.0,4510.0,1973.0,16.0,1053.0,http://www.redfin.com/CA/Dana-Point/33661-Flying-Jib-Dr-92629/home/4956156,LG21172820,33.4741149,-117.7076616,6.333,3.8964569426405293
222,32765 Matthew Dr,Dana Point,CA,92629,1449000,4,3.0,2455.0,7770.0,1985.0,18.0,590.0,http://www.redfin.com/CA/Dana-Point/32765-Matthew-Dr-92629/home/4967738,OC21171755,33.4870563,-117.7039351,7.667,3.8964569426405293
223,24701 Camarillo St,Dana Point,CA,92629,1399000,4,2.5,2105.0,7130.0,1971.0,19.0,665.0,http://www.redfin.com/CA/Dana-Point/24701-Camarillo-St-92629/home/4964001,P1-6009,33.480473499999995,-117.69884850000001,7.667,3.8964569426405293
224,23965 Leeward Dr,Dana Point,CA,92629,2425000,3,2.5,2243.0,8036.0,1972.0,19.0,1081.0,http://www.redfin.com/CA/Dana-Point/23965-Leeward-Dr-92629/home/4957450,OC21170115,33.478722600000005,-117.7114271,6.333,3.8964569426405293
225,7 Antigua,Dana Point,CA,92629,1350000,3,2.5,1955.0,2800.0,1989.0,20.0,691.0,http://www.redfin.com/CA/Dana-Point/7-Antigua-92629/home/4960615,LG21169276,33.4848008,-117.7076697,7.667,3.8964569426405293
226,34551 Scenic Dr,Dana Point,CA,92629,18000000,8,5.75,4500.0,42192.0,1939.0,30.0,4000.0,http://www.redfin.com/CA/Dana-Point/34551-Scenic-Dr-92629/home/21937259,NP21162379,33.4606675,-117.7111068,6.333,3.8964569426405293
227,32702 Seven Seas Dr,Dana Point,CA,92629,3750000,5,5.5,3867.0,14797.0,1962.0,43.0,970.0,http://www.redfin.com/CA/Dana-Point/32702-7-Seas-Dr-92629/home/4954478,OC21150544,33.4887784,-117.7279679,7.667,3.8964569426405293
228,33944 Calle La Primavera,Dana Point,CA,92629,1550000,3,2.5,2468.0,2100.0,1990.0,45.0,628.0,http://www.redfin.com/CA/Dana-Point/33944-Calle-La-Primavera-92629/home/4986639,PW21146038,33.469645,-117.688847,6.333,3.8964569426405293
229,33811 Chula Vista Ave,Dana Point,CA,92624,3499999,4,3.25,4109.0,6000.0,1982.0,46.0,852.0,http://www.redfin.com/CA/Dana-Point/33811-Chula-Vista-Ave-92629/home/4984202,OC21147227,33.471637699999995,-117.7064783,6.333,3.8964569426405293
230,36 Ritz Cove Dr,Dana Point,CA,92629,8495000,4,4.5,4730.0,7161.0,2001.0,51.0,1796.0,http://www.redfin.com/CA/Dana-Point/36-Ritz-Cove-Dr-92629/home/4960768,OC21142788,33.4778174,-117.7209353,7.667,3.8964569426405293
231,92 S La Senda Dr,Laguna Beach,CA,92651,10950000,4,4.0,5400.0,8284.0,2005.0,58.0,2028.0,http://www.redfin.com/CA/Laguna-Beach/92-S-La-Senda-Dr-92651/home/3267504,LG21136390,33.4869242,-117.73296189999999,9.0,9.074331365057311
232,23512 Seaward Isle,Dana Point,CA,92629,9995000,5,7.5,6097.0,8424.0,2019.0,66.0,1639.0,http://www.redfin.com/CA/Dana-Point/23512-Seaward-Isle-92629/home/4956412,LG21131611,33.4734876,-117.7189645,6.333,3.8964569426405293
233,33 Monarch Bay Dr,Dana Point,CA,92629,20995000,5,6.0,10900.0,18400.0,2003.0,75.0,1926.0,http://www.redfin.com/CA/Dana-Point/33-Monarch-Bay-Dr-92629/home/4954987,LG21123419,33.48425,-117.72657040000001,7.667,3.8964569426405293
234,34055 Crystal Lantern St,Dana Point,CA,92629,1395000,3,3.0,2100.0,2250.0,1988.0,76.0,664.0,http://www.redfin.com/CA/Dana-Point/34055-Crystal-Lantern-92629/home/4985704,OC21122300,33.4682948,-117.69021049999999,6.333,3.8964569426405293
235,33011 Buccaneer St,Dana Point,CA,92629,1150000,4,2.5,2000.0,5600.0,1976.0,78.0,575.0,http://www.redfin.com/CA/Dana-Point/33011-Buccaneer-St-92629/home/4964904,OC21121464,33.4833541,-117.70642079999999,7.667,3.8964569426405293
236,22802 Seaway Dr,Laguna Niguel,CA,92677,5780000,5,4.5,5400.0,11250.0,1992.0,81.0,1070.0,http://www.redfin.com/CA/Laguna-Niguel/22802-Seaway-Dr-92677/home/4940482,OC21119057,33.499111,-117.7312438,7.667,1.9578898298500507
237,25 Bay Dr,Laguna Beach,CA,92651,29900000,4,4.5,7000.0,10840.0,2003.0,110.0,4271.0,http://www.redfin.com/CA/Laguna-Beach/25-Bay-Dr-92651/home/3267376,NP21094163,33.4888076,-117.73405290000001,9.0,9.074331365057311
238,39 Strand Beach Dr,Dana Point,CA,92629,26500000,6,7.0,9300.0,10253.0,2017.0,131.0,2849.0,http://www.redfin.com/CA/Dana-Point/39-Strand-Beach-Dr-92629/home/7204323,OC21060662,33.4675641,-117.7163986,6.333,3.8964569426405293
239,1 White Water Ln,Dana Point,CA,92629,15250000,6,8.0,9005.0,13875.0,2012.0,167.0,1694.0,http://www.redfin.com/CA/Dana-Point/1-White-Water-Dr-92629/home/7204307,NP21021996,33.4674989,-117.7156655,6.333,3.8964569426405293
240,57 Monarch Bay Dr,Dana Point,CA,92629,21500000,5,5.5,6400.0,22905.0,2014.0,331.0,3359.0,http://www.redfin.com/CA/Dana-Point/57-Monarch-Bay-Dr-92629/home/4954962,LG20200110,33.484494899999994,-117.72875420000001,7.667,3.8964569426405293
241,31 Strand Beach Dr,Dana Point,CA,92629,23500000,4,5.0,7852.0,10846.0,2011.0,362.0,2993.0,http://www.redfin.com/CA/Dana-Point/31-Strand-Beach-Dr-92629/home/7219580,NP20167469,33.466755,-117.715883,6.333,3.8964569426405293
242,17 Beach View Ave,Dana Point,CA,92629,18250000,5,8.0,8329.0,9372.0,2021.0,919.0,2191.0,http://www.redfin.com/CA/Dana-Point/17-Beach-View-Ave-92629/home/7215536,OC19035227,33.4654429,-117.7144664,6.333,3.8964569426405293
243,9889 Raritan Ave,Fountain Valley,CA,92708,1325000,4,2.5,2626.0,6300.0,1973.0,1.0,505.0,http://www.redfin.com/CA/Fountain-Valley/9889-Raritan-Ave-92708/home/3731956,OC21185277,33.7318467,-117.9565003,9.333,2.50670499763353
244,9441 El Blanco Ave,Fountain Valley,CA,92708,939000,4,2.25,1923.0,7659.0,1965.0,2.0,488.0,http://www.redfin.com/CA/Fountain-Valley/9441-El-Blanco-Ave-92708/home/3852633,OC21153824,33.7076842,-117.964142,9.333,2.50670499763353
245,17782 Joshua Cir,Fountain Valley,CA,92708,1699900,6,4.0,3369.0,7200.0,1969.0,3.0,505.0,http://www.redfin.com/CA/Fountain-Valley/17782-Joshua-Cir-92708/home/3851854,PW21181855,33.7045289,-117.9707768,9.333,2.50670499763353
246,17835 Ash St,Fountain Valley,CA,92708,1189000,4,2.5,2632.0,7207.0,1963.0,3.0,452.0,http://www.redfin.com/CA/Fountain-Valley/17835-Ash-St-92708/home/3854962,OC21183506,33.7039579,-117.96530890000001,9.333,2.50670499763353
247,9872 Flamingo Ave,Fountain Valley,CA,92708,1269000,6,3.5,2960.0,7200.0,1964.0,3.0,429.0,http://www.redfin.com/CA/Fountain-Valley/9872-Flamingo-Ave-92708/home/3821860,OC21164740,33.6963722,-117.9565232,8.333,2.50670499763353
248,9857 Red River Cir,Fountain Valley,CA,92708,1474900,4,3.0,2931.0,7112.0,1977.0,4.0,503.0,http://www.redfin.com/CA/Fountain-Valley/9857-Red-River-Cir-92708/home/3826742,OC21180984,33.6902325,-117.95661470000002,8.333,2.50670499763353
249,18966 Mount Demeter Cir,Fountain Valley,CA,92708,1500000,4,3.0,2778.0,7351.0,1977.0,4.0,540.0,http://www.redfin.com/CA/Fountain-Valley/18966-Mt-Demeter-Cir-92708/home/3831094,IG21182167,33.6873091,-117.972241,9.333,2.50670499763353
250,18573 Lime Cir,Fountain Valley,CA,92708,1099000,4,2.5,1808.0,7316.0,1965.0,5.0,608.0,http://www.redfin.com/CA/Fountain-Valley/18573-Lime-Cir-92708/home/3822821,OC21181585,33.6930298,-117.9612135,8.333,2.50670499763353
251,18889 Capense St,Fountain Valley,CA,92708,995000,4,1.75,1943.0,5900.0,1970.0,5.0,512.0,http://www.redfin.com/CA/Fountain-Valley/18889-Capense-St-92708/home/3826680,OC21176443,33.6884045,-117.9635014,9.333,2.50670499763353
252,17602 Locust St,Fountain Valley,CA,92708,915000,4,2.5,1875.0,7684.0,1965.0,6.0,488.0,http://www.redfin.com/CA/Fountain-Valley/17602-Locust-St-92708/home/3852212,OC21172175,33.7071934,-117.9656521,9.333,2.50670499763353
253,16767 Silktree St,Fountain Valley,CA,92708,975000,4,2.0,1920.0,6432.0,1970.0,10.0,508.0,http://www.redfin.com/CA/Fountain-Valley/16767-Silktree-St-92708/home/3733506,NP21177309,33.71949470000001,-117.9587196,9.0,2.50670499763353
254,10784 El Plano Ave,Fountain Valley,CA,92708,669900,3,1.5,1329.0,2025.0,1964.0,10.0,504.0,http://www.redfin.com/CA/Fountain-Valley/10784-El-Plano-Ave-92708/home/3867057,OC21170704,33.7150998,-117.94094750000001,8.667,2.50670499763353
255,15951 Royale Ct,Fountain Valley,CA,92708,649000,3,2.25,1402.0,1302.0,1973.0,11.0,463.0,http://www.redfin.com/CA/Fountain-Valley/15951-Royale-Ct-92708/home/3520240,PW21177476,33.731604,-117.93860719999999,8.667,2.50670499763353
256,16221 Mt Baden-Powell,Fountain Valley,CA,92708,1195000,4,2.5,2184.0,6064.0,1971.0,12.0,547.0,http://www.redfin.com/CA/Fountain-Valley/16221-Mt-Baden-Powell-St-92708/home/3742649,PW21175857,33.7277281,-117.9369368,4.667,2.50670499763353
257,9187 Mcbride River Ave,Fountain Valley,CA,92708,1439000,5,3.0,3020.0,7200.0,1977.0,17.0,476.0,http://www.redfin.com/CA/Fountain-Valley/9187-McBride-River-Ave-92708/home/3824215,OC21161335,33.6947751,-117.9682145,9.333,2.50670499763353
258,10355 Morning Glory Ave,Fountain Valley,CA,92708,989000,3,2.0,1270.0,7200.0,1964.0,18.0,779.0,http://www.redfin.com/CA/Fountain-Valley/10355-Morning-Glory-Ave-92708/home/3528998,PW21163062,33.7313841,-117.9485378,8.667,2.50670499763353
259,9049 Lemongrass Ct,Fountain Valley,CA,92708,1899000,5,4.0,3695.0,7047.0,2011.0,18.0,514.0,http://www.redfin.com/CA/Fountain-Valley/9049-Lemongrass-Ct-92708/home/45376452,OC21171261,33.7001976,-117.9707997,9.333,2.50670499763353
260,9782 Scanlan Ct,Fountain Valley,CA,92708,825000,3,2.25,1887.0,1768.0,1986.0,19.0,437.0,http://www.redfin.com/CA/Fountain-Valley/9782-Scanlan-Ct-92708/home/3832647,OC21170668,33.700278000000004,-117.958047,8.333,2.50670499763353
261,10458 Placer River Cir,Fountain Valley,CA,92708,1278888,5,3.0,2620.0,6066.0,1973.0,23.0,488.0,http://www.redfin.com/CA/Fountain-Valley/10458-Placer-River-Cir-92708/home/3819043,OC21167254,33.694443299999996,-117.94657009999999,8.333,2.50670499763353
262,10288 Circulo De Juarez,Fountain Valley,CA,92708,1849000,5,5.5,3847.0,6880.0,2000.0,28.0,481.0,http://www.redfin.com/CA/Fountain-Valley/10288-Circulo-De-Juarez-92708/home/3862799,PW21163189,33.7115037,-117.9492929,8.667,2.50670499763353
263,16937 Mount Hope St,Fountain Valley,CA,92708,1299000,4,2.25,2340.0,7200.0,1976.0,38.0,555.0,http://www.redfin.com/CA/Fountain-Valley/16937-Mt-Hope-St-92708/home/3736152,OC21154828,33.7174685,-117.9330696,4.667,2.50670499763353
264,9668 Talbert Ave,Fountain Valley,CA,92708,950000,3,2.0,1463.0,7200.0,1968.0,39.0,649.0,http://www.redfin.com/CA/Fountain-Valley/9668-Talbert-Ave-92708/home/3823907,PW21153064,33.7013184,-117.9600695,8.333,2.50670499763353
265,18241 Santa Sophia Cir,Fountain Valley,CA,92708,1549000,5,2.75,2620.0,6000.0,1970.0,44.0,591.0,http://www.redfin.com/CA/Fountain-Valley/18241-Santa-Sophia-Cir-92708/home/3552833,OC21147736,33.6977837,-117.9741628,9.333,2.50670499763353
266,17928 Toiyabe Cir,Fountain Valley,CA,92708,1275000,5,2.5,2918.0,8470.0,1976.0,52.0,437.0,http://www.redfin.com/CA/Fountain-Valley/17928-Toiyabe-Cir-92708/home/3856069,PW21143419,33.702710700000004,-117.9547156,9.333,2.50670499763353
267,1224 Frances Ave,Fullerton,CA,92831,1150000,3,2.5,1752.0,6384.0,1960.0,3.0,656.0,http://www.redfin.com/CA/Fullerton/1224-Frances-Ave-92831/home/4076977,OC21182734,33.8825141,-117.9185154,6.0,6.69140839872717
268,215 N Princeton Ave,Fullerton,CA,92831,638000,3,2.0,1888.0,6250.0,1949.0,1.0,338.0,http://www.redfin.com/CA/Fullerton/215-N-Princeton-Ave-92831/home/3186786,DW21185645,33.873011,-117.91330400000001,6.0,6.69140839872717
269,216 W Whiting Ave,Fullerton,CA,92832,724000,2,1.0,880.0,7000.0,1919.0,2.0,823.0,http://www.redfin.com/CA/Fullerton/216-W-Whiting-Ave-92832/home/3182841,PW21182710,33.873149299999994,-117.9272114,5.333,6.69140839872717
270,2842 Treeview Pl,Fullerton,CA,92835,950000,4,2.25,2000.0,7200.0,1977.0,2.0,475.0,http://www.redfin.com/CA/Fullerton/2842-Treeview-Pl-92835/home/4193555,PW21183484,33.9028405,-117.87869140000001,8.0,6.69140839872717
271,1013 El Dorado Dr,Fullerton,CA,92835,850000,2,1.75,1563.0,8755.0,1958.0,2.0,544.0,http://www.redfin.com/CA/Fullerton/1013-N-El-Dorado-Dr-92835/home/3155579,PW21184426,33.8819264,-117.93132879999999,5.333,6.69140839872717
272,304 N Sweet Ave,Fullerton,CA,92833,789000,3,2.0,1275.0,7172.0,1954.0,3.0,619.0,http://www.redfin.com/CA/Fullerton/304-N-Sweet-Ave-92833/home/3175566,PW21181236,33.8727275,-117.944648,7.333,6.69140839872717
273,2305 W Olive Ave,Fullerton,CA,92833,799999,3,2.0,1485.0,8514.0,1964.0,3.0,539.0,http://www.redfin.com/CA/Fullerton/2305-W-Olive-Ave-92833/home/3167621,DW21183866,33.8625852,-117.96844329999999,4.333,6.69140839872717
274,630 W Elm Ave,Fullerton,CA,92832,650000,3,1.75,1176.0,6030.0,1953.0,3.0,553.0,http://www.redfin.com/CA/Fullerton/630-W-Elm-Ave-92832/home/3175353,EV21180397,33.8638209,-117.9364105,5.0,6.69140839872717
275,344 Montessori Ave,Placentia,CA,92870,899988,4,2.5,2016.0,7000.0,1976.0,5.0,446.0,http://www.redfin.com/CA/Placentia/344-Montessori-Ave-92870/home/4181522,PW21182066,33.901974700000004,-117.87008449999999,8.0,3.801327570237728
276,601 S Pine Dr,Fullerton,CA,92833,699900,4,2.0,1157.0,6000.0,1954.0,5.0,605.0,http://www.redfin.com/CA/Fullerton/601-S-Pine-Dr-92833/home/3168554,RS21181520,33.863979799999996,-117.96734509999999,4.0,6.69140839872717
277,2607 Shawn Ln,Fullerton,CA,92831,899000,4,2.0,1459.0,8690.0,1963.0,5.0,616.0,http://www.redfin.com/CA/Fullerton/2607-Shawn-Ln-92831/home/3161991,OC21181507,33.8940059,-117.8824453,7.0,6.69140839872717
278,622 Tangelo Way,Fullerton,CA,92832,1050000,4,2.75,2381.0,2894.0,2014.0,5.0,441.0,http://www.redfin.com/CA/Fullerton/622-Tangelo-Way-92832/home/58551388,RS21180862,33.864110700000005,-117.9411242,5.0,6.69140839872717
279,407 Jacaranda Pl,Fullerton,CA,92832,779000,2,2.0,1120.0,3900.0,1924.0,5.0,696.0,http://www.redfin.com/CA/Fullerton/407-Jacaranda-Pl-92832/home/3181284,PW21180915,33.87466679999999,-117.9312618,5.333,6.69140839872717
280,613 Joan Way,Placentia,CA,92870,1100000,4,3.0,2352.0,7000.0,1963.0,7.0,468.0,http://www.redfin.com/CA/Placentia/613-Joan-Way-92870/home/4193820,SB21180256,33.8947146,-117.87512050000001,8.0,3.801327570237728
281,1790 N Mountain View Pl,Fullerton,CA,92831,1345000,4,3.0,3007.0,12632.0,1975.0,9.0,447.0,http://www.redfin.com/CA/Fullerton/1790-N-Mountain-View-Pl-92831/home/4076258,P1-6202,33.887692799999996,-117.8924706,8.0,6.69140839872717
282,2297 Ardemore Dr,Fullerton,CA,92833,1148000,4,3.0,2293.0,11200.0,1981.0,10.0,501.0,http://www.redfin.com/CA/Fullerton/2297-Ardemore-Dr-92833/home/4093493,PW21178593,33.9011968,-117.9561342,8.0,6.69140839872717
283,312 N Orchard Ave,Fullerton,CA,92833,749900,3,1.5,1600.0,7193.0,1954.0,10.0,469.0,http://www.redfin.com/CA/Fullerton/312-N-Orchard-Ave-92833/home/3175062,PW21178181,33.8729466,-117.9464557,7.333,6.69140839872717
284,727 W Las Palmas Dr,Fullerton,CA,92835,3450000,4,5.5,6687.0,34848.0,2006.0,10.0,516.0,http://www.redfin.com/CA/Fullerton/727-W-Las-Palmas-Dr-92835/home/4106621,CV21177374,33.9096098,-117.94142169999999,8.333,6.69140839872717
285,2800 Woodbine Ave,Fullerton,CA,92835,899000,4,2.75,1999.0,10000.0,1960.0,10.0,450.0,http://www.redfin.com/CA/Fullerton/2800-Woodbine-Ave-92835/home/4080035,PW21176388,33.901482,-117.9025182,6.0,6.69140839872717
286,612 Princeton Cir W,Fullerton,CA,92831,879999,3,2.0,2159.0,6124.0,1950.0,10.0,408.0,http://www.redfin.com/CA/Fullerton/612-Princeton-Cir-W-92831/home/3157727,RS21178073,33.877334600000005,-117.91350359999998,6.0,6.69140839872717
287,1451 N Richman Knl,Fullerton,CA,92835,3495000,4,4.0,3144.0,102540.0,1950.0,10.0,1112.0,http://www.redfin.com/CA/Fullerton/1451-N-Richman-Knl-92835/home/4072172,PW21177782,33.8887985,-117.9418565,8.333,6.69140839872717
288,1246 N Lemon St,Fullerton,CA,92831,875000,2,1.5,1826.0,4800.0,1954.0,11.0,479.0,http://www.redfin.com/CA/Fullerton/1246-N-Lemon-St-92831/home/4076937,PW21177793,33.88323320000001,-117.91984270000002,6.0,6.69140839872717
289,861 Arbolado Dr,Fullerton,CA,92835,2399000,5,4.5,3934.0,23920.0,1968.0,11.0,610.0,http://www.redfin.com/CA/Fullerton/861-Arbolado-Dr-92835/home/4111500,DW21176897,33.9040834,-117.91844679999998,6.333,6.69140839872717
290,2840 Terraza Pl,Fullerton,CA,92835,2680000,5,4.5,4778.0,21280.0,1960.0,13.0,561.0,http://www.redfin.com/CA/Fullerton/2840-Terraza-Pl-92835/home/4105460,OC21173798,33.9030899,-117.93657069999999,8.333,6.69140839872717
291,805 E Union Ave,Fullerton,CA,92831,888000,3,2.0,1405.0,7434.0,1950.0,13.0,632.0,http://www.redfin.com/CA/Fullerton/805-E-Union-Ave-92831/home/3157821,CV21175612,33.878722100000005,-117.9116956,6.0,6.69140839872717
292,1101 Kenwood Pl,Fullerton,CA,92831,1595000,4,2.5,2866.0,19341.0,1974.0,13.0,557.0,http://www.redfin.com/CA/Fullerton/1101-Kenwood-Pl-92831/home/3161666,PW21113387,33.88660479999999,-117.90846869999999,6.0,6.69140839872717
293,2220 Vista Del Sol,Fullerton,CA,92831,689900,3,2.5,1896.0,1768.0,1974.0,16.0,364.0,http://www.redfin.com/CA/Fullerton/2220-Vista-Del-Sol-92831/home/4088049,PW21173417,33.891728,-117.89126499999999,7.0,6.69140839872717
294,204 Martha Pl,Fullerton,CA,92833,739900,3,1.0,1243.0,6540.0,1947.0,16.0,595.0,http://www.redfin.com/CA/Fullerton/204-N-Martha-Pl-92833/home/3165454,PW21173190,33.8709866,-117.95402920000001,7.333,6.69140839872717
295,2462 Santa Clara Ave,Fullerton,CA,92831,749900,3,2.0,1253.0,6000.0,1958.0,18.0,598.0,http://www.redfin.com/CA/Fullerton/2462-Santa-Clara-Ave-92831/home/3190730,CV21170192,33.868415500000005,-117.8860699,6.0,6.69140839872717
296,1501 E Brookdale Pl,Fullerton,CA,92831,899000,4,3.0,1821.0,11025.0,1955.0,19.0,494.0,http://www.redfin.com/CA/Fullerton/1501-E-Brookdale-Pl-92831/home/3158782,OC21112955,33.876867600000004,-117.90057279999999,8.0,6.69140839872717
297,1212 E Commonwealth Ave,Fullerton,CA,92831,799000,3,2.0,1183.0,6100.0,1952.0,19.0,675.0,http://www.redfin.com/CA/Fullerton/1212-E-Commonwealth-Ave-92831/home/3188578,PW21169997,33.870264,-117.90620290000001,6.0,6.69140839872717
298,1417 W Malvern Ave,Fullerton,CA,92833,755888,3,1.75,1265.0,5880.0,1954.0,20.0,598.0,http://www.redfin.com/CA/Fullerton/1417-W-Malvern-Ave-92833/home/3171304,PW21169656,33.875642600000006,-117.94754250000001,7.333,6.69140839872717
299,406 N Roosevelt Ave,Fullerton,CA,92832,729900,2,1.0,1035.0,7609.0,1948.0,20.0,705.0,http://www.redfin.com/CA/Fullerton/406-N-Roosevelt-Ave-92832/home/3173827,PW21169105,33.8742335,-117.9408039,5.333,6.69140839872717
300,401 Cienaga Dr,Fullerton,CA,92835,885000,4,2.0,2343.0,8250.0,1966.0,23.0,378.0,http://www.redfin.com/CA/Fullerton/401-Cienaga-Dr-92835/home/4111946,PW21167359,33.9163792,-117.9253807,5.25,6.69140839872717
301,2040 Redondo Pl,Fullerton,CA,92835,1499000,4,2.5,2496.0,20800.0,1962.0,24.0,601.0,http://www.redfin.com/CA/Fullerton/2040-Redondo-Pl-92835/home/4104012,PW21153631,33.8929725,-117.94121580000001,8.333,6.69140839872717
302,2110 Skyline Dr,Fullerton,CA,92831,2500000,3,3.5,2430.0,32550.0,1963.0,24.0,1029.0,http://www.redfin.com/CA/Fullerton/2110-Skyline-Dr-92831/home/4087675,OC21161269,33.889888799999994,-117.90711840000002,8.0,6.69140839872717
303,1828 Brooke Ln,Fullerton,CA,92833,1199000,4,2.5,2610.0,7425.0,1989.0,24.0,459.0,http://www.redfin.com/CA/Fullerton/1828-Brooke-Ln-92833/home/4099314,SB21166731,33.8994299,-117.9584222,7.333,6.69140839872717
304,1401 Avenida Antigua,Fullerton,CA,92833,899000,4,1.75,1828.0,12825.0,1972.0,24.0,492.0,http://www.redfin.com/CA/Fullerton/1401-Avenida-Antigua-92833/home/4092965,OC21159549,33.897690999999995,-117.94931580000001,7.667,6.69140839872717
305,1927 Edinburgh Way,Fullerton,CA,92831,960000,3,2.5,2170.0,5868.0,1995.0,26.0,442.0,http://www.redfin.com/CA/Fullerton/1927-Edinburgh-Way-92831/home/4090265,TR21165076,33.894706,-117.895647,7.0,6.69140839872717
306,1713 W West Ave,Fullerton,CA,92833,865000,4,2.0,1380.0,6000.0,1952.0,30.0,627.0,http://www.redfin.com/CA/Fullerton/1713-West-Ave-92833/home/3168231,PW21161884,33.8659112,-117.9580104,5.0,6.69140839872717
307,1219 W Oak Ave,Fullerton,CA,92833,749000,3,2.0,1545.0,6324.0,1955.0,30.0,485.0,http://www.redfin.com/CA/Fullerton/1219-W-Oak-Ave-92833/home/3176736,PW21162286,33.864611,-117.9466158,4.333,6.69140839872717
308,2155 Teri Pl,Fullerton,CA,92831,830000,4,2.75,1832.0,8736.0,1963.0,30.0,453.0,http://www.redfin.com/CA/Fullerton/2155-Teri-Pl-92831/home/3161984,PW21161275,33.8926856,-117.88537509999999,7.0,6.69140839872717
309,774 Stephens Ave,Fullerton,CA,92833,1299900,4,2.5,2063.0,10649.0,1972.0,34.0,630.0,http://www.redfin.com/CA/Fullerton/774-Stephens-Ave-92833/home/3170910,21-762704,33.8776729,-117.9475768,7.333,6.69140839872717
310,114 N Roosevelt Ave,Fullerton,CA,92832,649900,2,1.0,808.0,6692.0,1947.0,34.0,804.0,http://www.redfin.com/CA/Fullerton/114-N-Roosevelt-Ave-92832/home/3174819,DW21157915,33.8708568,-117.94061140000001,5.333,6.69140839872717
311,912 El Dorado Dr,Fullerton,CA,92832,1030000,3,3.0,2150.0,8000.0,1956.0,39.0,479.0,http://www.redfin.com/CA/Fullerton/912-El-Dorado-Dr-92832/home/3155647,PW21154206,33.880871299999995,-117.9307813,5.333,6.69140839872717
312,342 W Valley View Dr,Fullerton,CA,92835,1349000,3,2.5,3024.0,10500.0,1975.0,39.0,446.0,http://www.redfin.com/CA/Fullerton/342-W-Valley-View-Dr-92835/home/3155613,WS21153967,33.881465999999996,-117.92923400000001,5.333,6.69140839872717
313,325 Marwood Ave,Fullerton,CA,92832,839000,3,2.0,1797.0,6138.0,1927.0,44.0,467.0,http://www.redfin.com/CA/Fullerton/325-N-Marwood-Ave-92832/home/3179826,PW21150379,33.8732244,-117.93673079999999,5.333,6.69140839872717
314,3019 Sunnywood Dr,Fullerton,CA,92835,1224999,4,2.5,2413.0,12810.0,1959.0,45.0,508.0,http://www.redfin.com/CA/Fullerton/3019-Sunnywood-Dr-92835/home/4114922,PW21147913,33.90847479999999,-117.92412209999999,6.333,6.69140839872717
315,1970 Skyline Dr,Fullerton,CA,92831,2950000,5,6.5,6398.0,20038.0,1991.0,46.0,461.0,http://www.redfin.com/CA/Fullerton/1970-Skyline-Dr-92831/home/3161635,PW21147610,33.888578100000004,-117.90828559999999,8.0,6.69140839872717
316,200 N Lee Ave,Fullerton,CA,92833,840000,3,2.0,1445.0,6195.0,1950.0,46.0,581.0,http://www.redfin.com/CA/Fullerton/200-N-Lee-Ave-92833/home/3173016,TR21147471,33.871261499999996,-117.94849209999998,7.333,6.69140839872717
317,2643 Amherst Ave,Fullerton,CA,92831,870000,4,2.0,1459.0,7900.0,1963.0,50.0,596.0,http://www.redfin.com/CA/Fullerton/2643-Amherst-Ave-92831/home/3161962,PW21145036,33.893777,-117.8835439,7.0,6.69140839872717
318,906 W Hill Ave,Fullerton,CA,92832,850000,3,2.0,1715.0,6111.0,1957.0,58.0,496.0,http://www.redfin.com/CA/Fullerton/906-W-Hill-Ave-92832/home/3339142,PW21138194,33.8609073,-117.9405064,5.0,6.69140839872717
319,3517 W Ash Ave,Fullerton,CA,92833,650000,2,2.0,1371.0,6000.0,1952.0,59.0,474.0,http://www.redfin.com/CA/Fullerton/3517-W-Ash-Ave-92833/home/3167133,PW21137955,33.865005700000005,-117.9737967,4.333,6.69140839872717
320,1714 W West Ave,Fullerton,CA,92833,849000,3,2.0,1465.0,6400.0,1952.0,61.0,580.0,http://www.redfin.com/CA/Fullerton/1714-West-Ave-92833/home/3168239,21-752094,33.865469299999994,-117.9580104,5.0,6.69140839872717
321,941 Laguna Rd,Fullerton,LA,92835,1850000,4,3.5,3827.0,25600.0,1961.0,71.0,483.0,http://www.redfin.com/CA/Fullerton/941-Laguna-Rd-92835/home/4105280,320006437,33.9007255,-117.93867579999998,8.333,6.69140839872717
322,2031 Pioneer Ave,Fullerton,CA,92831,2099000,5,6.0,5704.0,22060.0,1979.0,72.0,368.0,http://www.redfin.com/CA/Fullerton/2031-Pioneer-Ave-92831/home/4087881,PW21126617,33.889207899999995,-117.8939125,7.0,6.69140839872717
